Case ID,FG_massflow(kg/h),FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_massflow(kg/h),LA_temp(C)_i,WWT_flowrate(kg/h),WWB_flowrate(kg/h),RA_to_Reg_temp_i,Reb_duty(kJ/h),LA_cool_duty(kJ/h),WWT_cool_duty(kJ/h),WWT_cool_duty2(kJ/h),MEA_emission_ppm(mass_ratio),CO2_massflow_offgas(kg/h),MEA_emission(kg/h),FG_flowrate(Sm3/h),L/G (kg/kg)_i,L/G (kg/Sm3),Lean_loading(mol/mol)_i,Cap_co2(kg/h),Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_flowrate(kg/h),RA_temp_after_abs_o,Reb_duty(KJ/h),Cond_duty(kJ/h),SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,Co2_prod_flowrate(kg/h),Reg_bttm_temp,Reg_bttm_flowrate(kg/h),LA_temp_after_HE_,HE_left_min_apprch_i,HE_right_min_apprch,LMTD,MEA_mkp(kg/h),Abs_ht(m)_i,SLAD(MJ/kgco2)_o,FG_co2_cons(%mol)
Case#1043,72070,0.036,50,41600,40,55000,55010,104.5,10000000,902500,1931000,3015000,0.2294,1412,2.29E-07,59410,0.5772,0.7002,0.2007,2568,64.52,0.4857,43410,35.24,10000000,3536000,3.893,1.377,0.9858,2576,121.4,40840,46.31,11.07,16.86,13.76,0,24,0.35144081,3.6
Case#1044,72070,0.036,50,41600,40,55000,55010,104.5,15000000,1270000,2243000,3407000,0.3669,844,3.67E-07,59410,0.5772,0.7002,0.1352,3137,78.8,0.4844,43830,35.23,15000000,7028000,4.782,2.24,0.9861,3158,122.6,40670,48.63,13.4,18.13,15.65,2.21,24,0.404845394,3.6
Case#1045,72070,0.036,50,41600,40,55000,55010,104.5,20000000,1419000,2386000,3569000,0.4524,579.3,4.52E-07,59410,0.5772,0.7002,0.1046,3402,85.45,0.4838,44020,35.22,20000000,11350000,5.88,3.336,0.9862,3432,123,40590,49.5,14.28,18.51,16.31,4.435,24,0.417107584,3.6
Case#1046,72070,0.036,50,41600,40,55000,55010,104.5,25000000,1505000,2478000,3675000,0.519,407.9,5.19E-07,59410,0.5772,0.7002,0.08516,3573,89.75,0.4834,44140,35.21,25000000,15930000,6.997,4.459,0.9863,3602,123.2,40540,49.99,14.78,18.7,16.66,5.92,24,0.421214666,3.6
Case#1047,72070,0.036,50,41600,40,55000,55010,104.5,30000000,1565000,2541000,3748000,0.5721,288.6,5.72E-07,59410,0.5772,0.7002,0.07162,3692,92.75,0.4831,44220,35.21,30000000,20640000,8.125,5.591,0.9863,3720,123.3,40500,50.33,15.12,18.81,16.9,6.998,24,0.423889491,3.6
Case#1048,72070,0.036,50,41600,40,55000,55010,106,10000000,299100,1952000,3039000,0.2375,1375,2.38E-07,59410,0.5772,0.7002,0.1969,2606,65.46,0.4856,43440,35.24,10000000,4053000,3.838,1.555,0.9858,2613,121.5,40830,42.05,6.806,15.46,10.55,0,24,0.114773599,3.6
Case#1049,72070,0.036,50,41600,40,55000,55010,106,15000000,639000,2249000,3404000,0.371,833.4,3.71E-07,59410,0.5772,0.7002,0.1344,3147,79.06,0.4844,43840,35.23,15000000,7629000,4.766,2.424,0.9861,3166,122.6,40670,44.31,9.083,16.64,12.48,1.898,24,0.203050524,3.6
Case#1050,72070,0.036,50,41600,40,55000,55010,106,20000000,781700,2389000,3572000,0.456,573,4.56E-07,59410,0.5772,0.7002,0.1042,3408,85.61,0.4838,44020,35.22,20000000,11960000,5.869,3.51,0.9862,3435,123,40590,45.21,9.989,17.02,13.19,4.082,24,0.229372066,3.6
Case#1051,72070,0.036,50,41600,40,55000,55010,106,25000000,865600,2480000,3677000,0.5221,403.9,5.22E-07,59410,0.5772,0.7002,0.08493,3577,89.85,0.4834,44140,35.21,25000000,16550000,6.989,4.627,0.9863,3604,123.2,40540,45.72,10.51,17.2,13.58,5.564,24,0.241990495,3.6
Case#1052,72070,0.036,50,41600,40,55000,55010,106,30000000,923500,2542000,3749000,0.5749,286,5.75E-07,59410,0.5772,0.7002,0.07145,3695,92.82,0.4831,44220,35.21,30000000,21260000,8.12,5.755,0.9863,3722,123.3,40500,46.07,10.86,17.31,13.83,6.646,24,0.249932341,3.6
Case#1053,72070,0.036,50,41600,50,55000,55010,103,10000000,22950,2285000,3432000,0.2667,1448,2.67E-07,59410,0.5772,0.7002,0.2054,2533,63.63,0.4861,43180,35.25,10000000,3098000,3.948,1.223,0.9857,2539,121.3,40640,50.08,14.83,18.28,16.49,0,24,0.009060403,3.6
Case#1054,72070,0.036,50,41600,50,55000,55010,103,15000000,382000,2617000,3820000,0.4316,849.6,4.32E-07,59410,0.5772,0.7002,0.1363,3131,78.66,0.4846,43590,35.23,15000000,6504000,4.791,2.077,0.9861,3150,122.6,40440,52.49,17.26,19.65,18.43,1.857,24,0.122005749,3.6
Case#1055,72070,0.036,50,41600,50,55000,55010,103,20000000,517300,2762000,3984000,0.5304,582,5.30E-07,59410,0.5772,0.7002,0.1052,3399,85.38,0.484,43780,35.23,20000000,10810000,5.884,3.182,0.9862,3427,123,40350,53.35,18.13,20.04,19.07,4.435,24,0.152191821,3.6
Case#1056,72070,0.036,50,41600,50,55000,55010,103,25000000,594900,2855000,4087000,0.6068,409.7,6.07E-07,59410,0.5772,0.7002,0.08563,3571,89.71,0.4836,43890,35.22,25000000,15390000,7.001,4.31,0.9863,3599,123.2,40290,53.83,18.61,20.23,19.41,6.13,24,0.166591991,3.6
Case#1057,72070,0.036,50,41600,50,55000,55010,103,30000000,647900,2918000,4157000,0.6676,290.1,6.68E-07,59410,0.5772,0.7002,0.07199,3691,92.71,0.4832,43970,35.22,30000000,20100000,8.129,5.446,0.9863,3718,123.3,40250,54.15,18.93,20.34,19.63,7.346,24,0.175535085,3.6
Case#1058,72070,0.036,50,41600,50,55000,55010,104.5,25000000,20120,2856000,4088000,0.6094,407.2,6.09E-07,59410,0.5772,0.7002,0.08542,3574,89.77,0.4836,43890,35.22,25000000,15940000,6.996,4.461,0.9863,3601,123.2,40290,50.01,14.79,18.73,16.69,5.734,24,0.005629547,3.6
Case#1059,72070,0.036,50,41600,50,55000,55010,104.5,30000000,71740,2919000,4158000,0.6701,288.4,6.70E-07,59410,0.5772,0.7002,0.07185,3692,92.75,0.4832,43970,35.22,30000000,20650000,8.125,5.594,0.9863,3719,123.3,40250,50.35,15.13,18.84,16.92,6.956,24,0.019431203,3.6
Case#1060,72070,0.036,50,61400,40,55000,55010,103,10000000,1149000,2030000,3134000,0.1919,1360,1.92E-07,59410,0.8519,1.034,0.2908,2621,65.84,0.4876,63220,35.29,10000000,2968000,3.815,1.132,0.9849,2633,118.1,60580,45.68,10.39,15.12,12.61,0,24,0.438382297,3.6
Case#1061,72070,0.036,50,61400,40,55000,55010,103,15000000,2222000,2632000,3850000,0.4454,250.7,4.45E-07,59410,0.8519,1.034,0.2028,3730,93.7,0.4844,64010,35.36,15000000,4688000,4.021,1.257,0.9857,3761,121.3,60240,50.55,15.19,18.32,16.7,0.792,24,0.595710456,3.6
Case#1062,72070,0.036,50,61400,40,55000,55010,103,20000000,4500000,2582000,3802000,0.5842,25.48,5.84E-07,59410,0.8519,1.034,0.1506,3955,99.36,0.4487,64270,38.89,20000000,7604000,5.057,1.923,0.9861,3981,122.4,60290,60.78,21.9,19.37,20.61,1.336,24,1.137800253,3.6
Case#1063,72070,0.036,50,61400,40,55000,55010,103,25000000,5068000,2534000,3749000,0.6177,16.23,6.18E-07,59410,0.8519,1.034,0.1219,3965,99.59,0.4208,64310,39.87,25000000,12190000,6.306,3.074,0.9862,3991,122.8,60320,63.09,23.22,19.78,21.45,2.83,24,1.278184111,3.6
Case#1064,72070,0.036,50,61400,40,55000,55010,103,30000000,5318000,2510000,3722000,0.6408,12.42,6.41E-07,59410,0.8519,1.034,0.1031,3968,99.69,0.4024,64330,40.33,30000000,17020000,7.56,4.288,0.9863,3995,123,60330,64.02,23.69,19.99,21.79,3.802,24,1.340221774,3.6
Case#1065,72070,0.036,50,61400,40,55000,55010,104.5,10000000,446900,2083000,3204000,0.2006,1265,2.01E-07,59410,0.8519,1.034,0.2823,2716,68.22,0.4873,63290,35.29,10000000,3441000,3.682,1.267,0.9851,2742,118.5,60540,42.18,6.886,14.03,10.04,0,24,0.164543446,3.6
Case#1066,72070,0.036,50,61400,40,55000,55010,104.5,15000000,1452000,2663000,3883000,0.4755,189.2,4.76E-07,59410,0.8519,1.034,0.1988,3792,95.25,0.484,64050,35.41,15000000,5348000,3.956,1.411,0.9858,3812,121.4,60240,46.88,11.47,16.92,14.02,1.124,24,0.382911392,3.6
Case#1067,72070,0.036,50,61400,40,55000,55010,104.5,20000000,3913000,2579000,3798000,0.5565,29.23,5.57E-07,59410,0.8519,1.034,0.1496,3952,99.27,0.4478,64270,38.93,20000000,8184000,5.061,2.071,0.9861,3982,122.4,60290,58.09,19.16,17.89,18.52,4.189,24,0.990131579,3.6
Case#1068,72070,0.036,50,61400,40,55000,55010,104.5,25000000,4693000,2533000,3747000,0.5898,20.09,5.90E-07,59410,0.8519,1.034,0.1216,3961,99.5,0.4206,64310,39.88,25000000,12550000,6.312,3.17,0.9862,3992,122.8,60320,61.4,21.53,18.28,19.86,5.597,24,1.184801818,3.6
Case#1069,72070,0.036,50,61400,40,55000,55010,104.5,30000000,4953000,2508000,3719000,0.6129,16.14,6.13E-07,59410,0.8519,1.034,0.103,3965,99.59,0.4023,64330,40.33,30000000,17370000,7.567,4.382,0.9863,3995,123,60330,62.39,22.06,18.49,20.22,6.534,24,1.249180328,3.6
Case#1070,72070,0.036,50,61400,40,55000,55010,106,15000000,592700,2676000,3900000,0.4779,158.9,4.78E-07,59410,0.8519,1.034,0.1951,3822,96.01,0.4836,64070,35.48,15000000,6112000,3.925,1.599,0.9858,3858,121.5,60220,42.77,7.283,15.52,10.89,1.759,24,0.155075877,3.6
Case#1071,72070,0.036,50,61400,40,55000,55010,106,20000000,3162000,2576000,3795000,0.5559,29.5,5.56E-07,59410,0.8519,1.034,0.1484,3951,99.26,0.4467,64270,38.98,20000000,8925000,5.062,2.259,0.9861,3982,122.4,60290,54.64,15.66,16.41,16.03,4.197,24,0.800303721,3.6
Case#1072,72070,0.036,50,61400,40,55000,55010,106,25000000,4281000,2532000,3746000,0.5884,20.92,5.88E-07,59410,0.8519,1.034,0.1213,3960,99.47,0.4204,64310,39.88,25000000,12960000,6.313,3.273,0.9862,3992,122.8,60310,59.54,19.66,16.78,18.18,5.564,24,1.081060606,3.6
Case#1073,72070,0.036,50,61400,40,55000,55010,106,30000000,4580000,2508000,3720000,0.6162,15.26,6.16E-07,59410,0.8519,1.034,0.1029,3966,99.62,0.4022,64330,40.34,30000000,17740000,7.565,4.474,0.9863,3995,123,60330,60.73,20.39,16.99,18.64,6.268,24,1.154815935,3.6
Case#1074,72070,0.036,50,61400,50,55000,55010,103,15000000,136700,3152000,4403000,0.546,247.8,5.46E-07,59410,0.8519,1.034,0.2029,3733,93.77,0.4845,63650,35.36,15000000,4698000,4.018,1.259,0.9857,3764,121.4,59880,50.56,15.2,18.36,16.73,1.399,24,0.036619341,3.6
Case#1075,72070,0.036,50,61400,50,55000,55010,103,20000000,2369000,3115000,4371000,0.6783,31.62,6.78E-07,59410,0.8519,1.034,0.1508,3949,99.21,0.449,63900,38.89,20000000,7627000,5.064,1.931,0.9861,3981,122.4,59920,60.81,21.92,19.41,20.64,4.93,24,0.599898709,3.6
Case#1076,72070,0.036,50,61400,50,55000,55010,103,25000000,2916000,3077000,4332000,0.7294,19.97,7.29E-07,59410,0.8519,1.034,0.1221,3961,99.5,0.4212,63940,39.87,25000000,12210000,6.312,3.082,0.9862,3991,122.8,59950,63.13,23.26,19.81,21.49,6.4,24,0.736177733,3.6
Case#1077,72070,0.036,50,61400,50,55000,55010,103,30000000,3151000,3058000,4313000,0.7599,16.04,7.60E-07,59410,0.8519,1.034,0.1034,3965,99.6,0.4028,63960,40.34,30000000,17040000,7.567,4.298,0.9863,3995,123,59960,64.08,23.74,20.02,21.82,7.551,24,0.794703657,3.6
Case#1078,72070,0.036,50,61400,50,55000,55010,104.5,20000000,1781000,3113000,4370000,0.6817,30.85,6.82E-07,59410,0.8519,1.034,0.1498,3950,99.23,0.4481,63900,38.93,20000000,8204000,5.063,2.077,0.9861,3981,122.4,59920,58.12,19.19,17.92,18.55,4.794,24,0.450886076,3.6
Case#1079,72070,0.036,50,61400,50,55000,55010,104.5,25000000,2542000,3077000,4332000,0.7315,19.72,7.32E-07,59410,0.8519,1.034,0.1219,3961,99.5,0.4209,63940,39.88,25000000,12570000,6.311,3.174,0.9862,3991,122.8,59950,61.45,21.57,18.31,19.9,6.23,24,0.641757132,3.6
Case#1080,72070,0.036,50,61400,50,55000,55010,104.5,30000000,2786000,3058000,4313000,0.7618,15.82,7.62E-07,59410,0.8519,1.034,0.1033,3965,99.6,0.4026,63960,40.34,30000000,17390000,7.566,4.387,0.9863,3995,123,59960,62.45,22.11,18.52,20.26,7.376,24,0.702648172,3.6
Case#1081,72070,0.036,50,61400,50,55000,55010,106,20000000,1030000,3112000,4368000,0.6856,29.93,6.86E-07,59410,0.8519,1.034,0.1487,3951,99.25,0.447,63900,38.98,20000000,8941000,5.062,2.263,0.9861,3982,122.4,59920,54.67,15.68,16.44,16.06,4.655,24,0.260693495,3.6
Case#1082,72070,0.036,50,61400,50,55000,55010,106,25000000,2129000,3076000,4331000,0.7279,21.21,7.28E-07,59410,0.8519,1.034,0.1216,3960,99.47,0.4207,63940,39.89,25000000,12980000,6.314,3.277,0.9862,3991,122.8,59950,59.59,19.7,16.81,18.22,6.304,24,0.537626263,3.6
Case#1083,72070,0.036,50,61400,50,55000,55010,106,30000000,2412000,3058000,4313000,0.7644,15.32,7.64E-07,59410,0.8519,1.034,0.1031,3965,99.62,0.4025,63960,40.35,30000000,17760000,7.565,4.478,0.9863,3995,123,59960,60.78,20.44,17.02,18.68,7.135,24,0.608322825,3.6
Case#1084,72070,0.036,50,81200,30,55000,55010,103,10000000,3230000,1444000,2396000,0.1219,1277,1.22E-07,59410,1.127,1.367,0.3344,2704,67.91,0.4887,83390,35.41,10000000,3070000,3.699,1.136,0.9842,2729,115.6,80670,42.51,7.098,12.57,9.574,0,24,1.194526627,3.6
Case#1085,72070,0.036,50,81200,30,55000,55010,103,15000000,5152000,1971000,3112000,0.2909,186.9,2.91E-07,59410,1.127,1.367,0.2658,3794,95.3,0.4817,84260,36.5,15000000,4334000,3.954,1.142,0.9853,3810,119.2,80450,49.27,12.77,16.2,14.41,0.6291,24,1.357933579,3.6
Case#1086,72070,0.036,50,81200,30,55000,55010,103,20000000,8853000,1757000,2825000,0.3517,39.63,3.52E-07,59410,1.127,1.367,0.1939,3941,99,0.4187,84520,40.56,20000000,6302000,5.075,1.599,0.9858,3969,121.5,80550,61.78,21.22,18.46,19.81,3.647,24,2.246384166,3.6
Case#1087,72070,0.036,50,81200,30,55000,55010,103,25000000,9654000,1680000,2728000,0.3845,23.39,3.85E-07,59410,1.127,1.367,0.1535,3957,99.41,0.3793,84570,41.47,25000000,10730000,6.317,2.712,0.986,3994,122.3,80580,64,22.53,19.27,20.85,5.149,24,2.439727066,3.6
Case#1088,72070,0.036,50,81200,30,55000,55010,103,30000000,10040000,1639000,2676000,0.4038,17.53,4.04E-07,59410,1.127,1.367,0.1296,3963,99.56,0.3558,84600,41.89,30000000,15490000,7.57,3.91,0.9861,3995,122.6,80600,64.96,23.08,19.62,21.3,6.022,24,2.533434267,3.6
Case#1089,72070,0.036,50,81200,30,55000,55010,104.5,10000000,2387000,1537000,2516000,0.1424,1108,1.42E-07,59410,1.127,1.367,0.325,2873,72.18,0.4882,83530,35.43,10000000,3610000,3.481,1.257,0.9844,2885,116.2,80640,39.23,3.801,11.67,7.014,0,24,0.830838844,3.6
Case#1090,72070,0.036,50,81200,30,55000,55010,104.5,15000000,4622000,1947000,3060000,0.2938,141.9,2.94E-07,59410,1.127,1.367,0.2582,3839,96.44,0.4772,84320,37.24,15000000,4915000,3.907,1.28,0.9853,3870,119.5,80450,47.25,10.01,15.01,12.34,1.156,24,1.203959364,3.6
Case#1091,72070,0.036,50,81200,30,55000,55010,104.5,20000000,8411000,1751000,2819000,0.349,41.66,3.49E-07,59410,1.127,1.367,0.192,3939,98.95,0.4169,84520,40.61,20000000,6752000,5.077,1.714,0.9858,3971,121.5,80550,60.21,19.6,17,18.27,3.726,24,2.135313531,3.6
Case#1092,72070,0.036,50,81200,30,55000,55010,104.5,25000000,9192000,1678000,2725000,0.3808,26.01,3.81E-07,59410,1.127,1.367,0.1529,3955,99.35,0.3787,84570,41.48,25000000,11190000,6.321,2.83,0.986,3994,122.3,80570,62.4,20.92,17.78,19.31,5.175,24,2.32414665,3.6
Case#1093,72070,0.036,50,81200,30,55000,55010,104.5,30000000,9569000,1639000,2675000,0.4028,18.41,4.03E-07,59410,1.127,1.367,0.1293,3962,99.54,0.3555,84590,41.89,30000000,15960000,7.571,4.028,0.9861,3995,122.6,80600,63.37,21.48,18.12,19.75,5.881,24,2.415194346,3.6
Case#1094,72070,0.036,50,81200,30,55000,55010,106,15000000,4050000,1915000,3022000,0.3015,112.5,3.02E-07,59410,1.127,1.367,0.2506,3868,97.17,0.4714,84360,37.94,15000000,5577000,3.878,1.442,0.9854,3903,119.8,80460,45.08,7.145,13.79,10.11,1.313,24,1.04705274,3.6
Case#1095,72070,0.036,50,81200,30,55000,55010,106,20000000,7941000,1748000,2815000,0.3517,40.33,3.52E-07,59410,1.127,1.367,0.1902,3940,98.99,0.4152,84520,40.66,20000000,7228000,5.076,1.834,0.9858,3972,121.5,80550,58.53,17.88,15.54,16.68,3.621,24,2.015482234,3.6
Case#1096,72070,0.036,50,81200,30,55000,55010,106,25000000,8725000,1677000,2724000,0.3825,25.5,3.83E-07,59410,1.127,1.367,0.1523,3955,99.36,0.3782,84570,41.49,25000000,11660000,6.321,2.948,0.986,3994,122.3,80580,60.78,19.29,16.29,17.75,5.033,24,2.206068268,3.6
Case#1097,72070,0.036,50,81200,30,55000,55010,106,30000000,9098000,1637000,2673000,0.4013,19.76,4.01E-07,59410,1.127,1.367,0.129,3961,99.5,0.3552,84590,41.9,30000000,16430000,7.574,4.147,0.9861,3995,122.6,80600,61.76,19.87,16.63,18.2,5.887,24,2.296894724,3.6
Case#1098,72070,0.036,50,81200,40,55000,55010,103,10000000,656200,2143000,3271000,0.1747,1260,1.75E-07,59410,1.127,1.367,0.3343,2721,68.35,0.489,83060,35.41,10000000,3074000,3.675,1.13,0.9842,2735,115.6,80320,42.49,7.077,12.6,9.576,0,24,0.241161338,3.6
Case#1099,72070,0.036,50,81200,40,55000,55010,103,15000000,2523000,2658000,3881000,0.3733,196,3.73E-07,59410,1.127,1.367,0.2657,3785,95.08,0.4817,83850,36.53,15000000,4334000,3.963,1.145,0.9853,3813,119.2,80030,49.33,12.8,16.24,14.45,0.6666,24,0.6665786,3.6
Case#1100,72070,0.036,50,81200,40,55000,55010,103,20000000,6138000,2482000,3689000,0.4694,43.39,4.69E-07,59410,1.127,1.367,0.1939,3937,98.91,0.4186,84120,40.57,20000000,6323000,5.08,1.606,0.9858,3968,121.5,80150,61.84,21.27,18.49,19.85,4.093,24,1.559055118,3.6
Case#1101,72070,0.036,50,81200,40,55000,55010,103,25000000,6886000,2422000,3623000,0.5179,26.4,5.18E-07,59410,1.127,1.367,0.1537,3954,99.34,0.3795,84170,41.48,25000000,10760000,6.322,2.72,0.986,3993,122.3,80180,64.04,22.56,19.29,20.89,6.045,24,1.741527567,3.6
Case#1102,72070,0.036,50,81200,40,55000,55010,103,30000000,7240000,2391000,3588000,0.5469,20.16,5.47E-07,59410,1.127,1.367,0.1299,3961,99.49,0.356,84190,41.89,30000000,15520000,7.575,3.918,0.9861,3994,122.6,80200,65,23.11,19.64,21.33,7.203,24,1.827821257,3.6
Case#1103,72070,0.036,50,81200,40,55000,55010,104.5,15000000,1991000,2641000,3863000,0.388,143.4,3.88E-07,59410,1.127,1.367,0.2581,3837,96.4,0.4771,83910,37.28,15000000,4911000,3.909,1.28,0.9853,3870,119.5,80040,47.34,10.06,15.05,12.39,1.104,24,0.51889497,3.6
Case#1104,72070,0.036,50,81200,40,55000,55010,104.5,20000000,5693000,2478000,3685000,0.4692,43.57,4.69E-07,59410,1.127,1.367,0.1921,3937,98.91,0.4169,84120,40.62,20000000,6771000,5.08,1.72,0.9858,3969,121.5,80150,60.26,19.64,17.03,18.31,4.284,24,1.446024892,3.6
Case#1105,72070,0.036,50,81200,40,55000,55010,104.5,25000000,6423000,2422000,3622000,0.5207,25.22,5.21E-07,59410,1.127,1.367,0.1531,3956,99.37,0.3789,84170,41.49,25000000,11220000,6.32,2.836,0.986,3993,122.3,80180,62.44,20.95,17.8,19.34,5.96,24,1.623609707,3.6
Case#1106,72070,0.036,50,81200,40,55000,55010,104.5,30000000,6772000,2391000,3588000,0.5494,19.29,5.49E-07,59410,1.127,1.367,0.1296,3961,99.52,0.3557,84190,41.9,30000000,15980000,7.573,4.034,0.9861,3994,122.6,80200,63.41,21.51,18.15,19.78,7.105,24,1.709669275,3.6
Case#1107,72070,0.036,50,81200,40,55000,55010,106,15000000,1409000,2614000,3834000,0.3989,114.7,3.99E-07,59410,1.127,1.367,0.2507,3866,97.12,0.4713,83960,37.97,15000000,5570000,3.88,1.441,0.9854,3901,119.8,80060,45.17,7.201,13.83,10.16,1.354,24,0.36445939,3.6
Case#1108,72070,0.036,50,81200,40,55000,55010,106,20000000,5221000,2475000,3682000,0.473,41.99,4.73E-07,59410,1.127,1.367,0.1903,3939,98.95,0.4152,84120,40.67,20000000,7245000,5.078,1.839,0.9858,3970,121.6,80150,58.59,17.92,15.57,16.72,4.216,24,1.325463316,3.6
Case#1109,72070,0.036,50,81200,40,55000,55010,106,25000000,5955000,2421000,3621000,0.5186,26.59,5.19E-07,59410,1.127,1.367,0.1526,3954,99.33,0.3784,84170,41.5,25000000,11680000,6.322,2.954,0.986,3993,122.3,80180,60.83,19.33,16.31,17.78,6.05,24,1.506069803,3.6
Case#1110,72070,0.036,50,81200,40,55000,55010,106,30000000,6301000,2391000,3587000,0.5515,18.62,5.52E-07,59410,1.127,1.367,0.1293,3962,99.53,0.3555,84190,41.9,30000000,16450000,7.572,4.151,0.9861,3994,122.7,80200,61.8,19.9,16.65,18.23,6.93,24,1.590358405,3.6
Case#1111,72070,0.036,50,81200,50,55000,55010,103,20000000,3385000,3177000,4435000,0.6171,42.72,6.17E-07,59410,1.127,1.367,0.1939,3938,98.93,0.4185,83640,40.59,20000000,6349000,5.079,1.612,0.9858,3965,121.5,79680,61.91,21.32,18.53,19.89,5.488,24,0.859573388,3.6
Case#1112,72070,0.036,50,81200,50,55000,55010,103,25000000,4079000,3135000,4392000,0.6843,25.23,6.84E-07,59410,1.127,1.367,0.1539,3956,99.37,0.3796,83690,41.48,25000000,10790000,6.32,2.727,0.986,3991,122.3,79700,64.09,22.61,19.33,20.92,7.97,24,1.031092012,3.6
Case#1113,72070,0.036,50,81200,50,55000,55010,103,30000000,4405000,3113000,4370000,0.7249,18.69,7.25E-07,59410,1.127,1.367,0.1301,3962,99.53,0.3563,83710,41.9,30000000,15550000,7.572,3.925,0.9861,3993,122.7,79720,65.06,23.16,19.67,21.37,9.464,24,1.111812216,3.6
Case#1114,72070,0.036,50,81200,50,55000,55010,104.5,20000000,2936000,3173000,4431000,0.6117,45.38,6.12E-07,59410,1.127,1.367,0.1921,3935,98.86,0.4168,83640,40.63,20000000,6794000,5.082,1.726,0.9858,3967,121.6,79670,60.32,19.69,17.07,18.35,5.683,24,0.746124524,3.6
Case#1115,72070,0.036,50,81200,50,55000,55010,104.5,25000000,3615000,3134000,4391000,0.6833,26.14,6.83E-07,59410,1.127,1.367,0.1534,3955,99.34,0.3791,83690,41.49,25000000,11240000,6.322,2.843,0.986,3991,122.3,79700,62.49,21,17.83,19.37,7.742,24,0.91403287,3.6
Case#1116,72070,0.036,50,81200,50,55000,55010,104.5,30000000,3936000,3112000,4369000,0.7236,19.86,7.24E-07,59410,1.127,1.367,0.1299,3961,99.5,0.356,83710,41.9,30000000,16010000,7.574,4.042,0.9861,3993,122.7,79720,63.46,21.56,18.18,19.82,9.22,24,0.993688463,3.6
Case#1117,72070,0.036,50,81200,50,55000,55010,106,20000000,2462000,3171000,4429000,0.6171,43.94,6.17E-07,59410,1.127,1.367,0.1904,3937,98.9,0.4151,83640,40.68,20000000,7264000,5.08,1.845,0.9858,3968,121.6,79680,58.65,17.97,15.61,16.76,5.481,24,0.625349251,3.6
Case#1118,72070,0.036,50,81200,50,55000,55010,106,25000000,3147000,3133000,4390000,0.6866,25.72,6.87E-07,59410,1.127,1.367,0.1528,3955,99.35,0.3786,83690,41.51,25000000,11710000,6.321,2.96,0.986,3991,122.3,79700,60.88,19.37,16.34,17.82,7.488,24,0.795701643,3.6
Case#1119,72070,0.036,50,81200,50,55000,55010,106,30000000,3465000,3112000,4369000,0.7264,19.55,7.26E-07,59410,1.127,1.367,0.1296,3961,99.51,0.3557,83710,41.91,30000000,16470000,7.573,4.159,0.9861,3993,122.7,79720,61.86,19.95,16.68,18.27,8.951,24,0.874779096,3.6
Case#1120,72070,0.036,50,101000,30,55000,55010,103,10000000,3411000,1372000,2299000,0.1079,1168,1.08E-07,59410,1.401,1.7,0.3598,2813,70.65,0.4888,103300,35.87,10000000,3194000,3.555,1.136,0.9836,2841,113.7,100500,40.75,4.875,10.71,7.415,0,24,1.212584429,3.6
Case#1121,72070,0.036,50,101000,30,55000,55010,103,15000000,6198000,1716000,2793000,0.2161,253.3,2.16E-07,59410,1.401,1.7,0.3066,3728,93.64,0.4771,104100,37.85,15000000,4234000,4.024,1.136,0.9847,3750,117.2,100400,48.97,11.12,14.24,12.62,0.4868,24,1.662553648,3.6
Case#1122,72070,0.036,50,101000,30,55000,55010,103,20000000,10480000,1510000,2503000,0.2695,65.99,2.70E-07,59410,1.401,1.7,0.2375,3915,98.34,0.417,104400,41.26,20000000,5583000,5.109,1.426,0.9854,3944,120.2,100500,60.84,19.58,17.22,18.38,3.089,24,2.67688378,3.6
Case#1123,72070,0.036,50,101000,30,55000,55010,103,25000000,11900000,1390000,2343000,0.3074,31.53,3.07E-07,59410,1.401,1.7,0.1825,3949,99.21,0.3637,104500,42.44,25000000,9552000,6.33,2.419,0.9857,3979,121.7,100500,64.11,21.67,18.69,20.15,4.894,24,3.013421119,3.6
Case#1124,72070,0.036,50,101000,30,55000,55010,103,30000000,12480000,1334000,2265000,0.3262,22.24,3.26E-07,59410,1.401,1.7,0.1539,3959,99.44,0.3355,104500,42.9,30000000,14140000,7.579,3.572,0.9859,3998,122.2,100500,65.32,22.42,19.24,20.79,5.782,24,3.15231119,3.6
Case#1125,72070,0.036,50,101000,30,55000,55010,104.5,10000000,2458000,1477000,2440000,0.1288,963.3,1.29E-07,59410,1.401,1.7,0.3501,3017,75.8,0.488,103500,35.98,10000000,3797000,3.314,1.258,0.9839,3035,114.5,100500,37.73,1.751,9.954,4.72,0,24,0.814716606,3.6
Case#1126,72070,0.036,50,101000,30,55000,55010,104.5,15000000,5710000,1684000,2729000,0.2185,205.5,2.19E-07,59410,1.401,1.7,0.2978,3775,94.84,0.4711,104200,38.56,15000000,4796000,3.973,1.27,0.9848,3812,117.7,100400,47.44,8.876,13.21,10.9,0.9801,24,1.512582781,3.6
Case#1127,72070,0.036,50,101000,30,55000,55010,104.5,20000000,10010000,1499000,2489000,0.2704,64.36,2.70E-07,59410,1.401,1.7,0.2333,3916,98.38,0.413,104400,41.37,20000000,6074000,5.107,1.551,0.9854,3948,120.4,100500,59.46,18.09,15.86,16.95,3.177,24,2.556179775,3.6
